================================================================================
CICERO FULL CORPUS ANALYSIS (Stanza Lemmatization)
Source: Latin Library (Full Text)
Method: Stanza NLP (UD Model), Window Size: 5, Stopwords Removed
================================================================================

Total Files Processed: 138
Total Lemmas: 632835
Unique Pairs Found: 1542989

TOP COLLOCATIONS by PMI (Min count: {min_occurrence})
--------------------------------------------------------------------------------
Collocation                              | PMI        | Count
('populus', 'possum')                    |   201
('possum', 'utor')                       |   201
('animus', 'facio')                      |   201
('res', 'sententia')                     |   200
('etiam', 'iam')                         |   200
('facio', 'quaero')                      |   198
('facio', 'iudicium')                    |   198
('facio', 'scio')                        |   198
('habeo', 'ita')                         |   197
('dignitas', 'res')                      |   197
('magnus', 'modus')                      |   197
('oratio', 'res')                        |   197
('possum', 'summus')                     |   196
('magnus', 'pars')                       |   196
('etiam', 'nunc')                        |   196
('habeo', 'publicus')                    |   195
('quam', 'res')                          |   195
('civitas', 'possum')                    |   195
('facio', 'tempus')                      |   195
('dico', 'virtus')                       |   194
('ita', 'modus')                         |   194
('etiam', 'ita')                         |   194
('consilium', 'publicus')                |   193
('quantum', 'tantum')                    |   192
('animus', 'homo')                       |   192
('certus', 'facio')                      |   192
('ius', 'res')                           |   191
('res', 'romanus')                       |   191
('canus', 'sanctus')                     |   191
('facio', 'primus')                      |   189
('facio', 'littera')                     |   189
('magis', 'res')                         |   188
('possum', 'sic')                        |   188
('civilis', 'ius')                       |   188
('audeo', 'dico')                        |   188
('scribo', 'video')                      |   187
('ago', 'causa')                         |   187
('bonus', 'homo')                        |   186
('res', 'vis')                           |   186
('res', 'solum')                         |   186
('debeo', 'dico')                        |   186
('pars', 'possum')                       |   186
('facio', 'ratio')                       |   186
('deinde', 'primus')                     |   185
('itaque', 'res')                        |   184
('homo', 'ita')                          |   184
('res', 'studium')                       |   184
('causa', 'vido')                        |   183
('cicerus', 'scremiastio')               |   183
('facio', 'volo')                        |   182
('bonum', 'summus')                      |   182
('facio', 'nunc')                        |   182
('etiam', 'genus')                       |   182
('auctoritas', 'res')                    |   180
('causa', 'ita')                         |   180
('ego', 'possum')                        |   180
('etiam', 'volo')                        |   180
('causa', 'locus')                       |   180
('dico', 'saepe')                        |   179
('bonus', 'vir')                         |   179
('populus', 'romanum')                   |   179
('publicus', 'tempus')                   |   179
('parue', 'possum')                      |   179
('iudico', 'possum')                     |   179
('dico', 'scio')                         |   179
('do', 'etiam')                          |   179
('oratio', 'possum')                     |   179
('screns', 'unus')                       |   179
('audio', 'possum')                      |   178
('dico', 'oportet')                      |   178
('animus', 'video')                      |   178
('do', 'opus')                           |   178
('consilium', 'facio')                   |   176
('iudex', 'possum')                      |   176
('is', 'possum')                         |   176
('deus', 'immortalis')                   |   175
('causa', 'iudicium')                    |   175
('res', 'vo')                            |   175
('publicus', 'video')                    |   174
('pertineo', 'res')                      |   174
('is', 'res')                            |   173
('dico', 'nego')                         |   173
('beatus', 'vita')                       |   173
('canus', 'screns')                      |   173
('debeo', 'facio')                       |   172
('dico', 'populus')                      |   172
('ars', 'dico')                          |   172
('res', 'sentio')                        |   171
('bonus', 'facio')                       |   171
('littera', 'possum')                    |   170
('video', 'vido')                        |   170
('do', 'homo')                           |   170
('magnus', 'summus')                     |   170
('deus', 'res')                          |   170
('opus', 'possum')                       |   169
('possum', 'satis')                      |   169
('causa', 'iudex')                       |   169
('habeo', 'sic')                         |   169
('possum', 'vis')                        |   168
('possum', 'quantum')                    |   168
('defendo', 'res')                       |   168
('dico', 'dies')                         |   168
('homo', 'tam')                          |   168
('genus', 'pars')                        |   168
('facio', 'senatus')                     |   167
('deus', 'possum')                       |   167
('dico', 'utor')                         |   167
('oportet', 'res')                       |   166
('pono', 'res')                          |   166
('publicus', 'senatus')                  |   166
('bonum', 'virus')                       |   166
('magnus', 'vido')                       |   166
('nunc', 'video')                        |   166
('fio', 'ita')                           |   165
('ius', 'lex')                           |   165
('facio', 'iudex')                       |   165
('fio', 'modus')                         |   165
('causa', 'ratio')                       |   164
('consilium', 'possum')                  |   164
('bonus', 'etiam')                       |   164
('causa', 'fio')                         |   164
('facio', 'fio')                         |   163
('res', 'satis')                         |   163
('do', 'habeo')                          |   163
('mensis', 'unus')                       |   163
('constituo', 'res')                     |   162
('facio', 'populus')                     |   162
('bonus', 'magnus')                      |   162
('ego', 'facio')                         |   162
('homo', 'puto')                         |   162
('dico', 'senatus')                      |   161
('fero', 'res')                          |   161
('damen', 'sanctus')                     |   161
('dico', 'parue')                        |   160
('dico', 'itaque')                       |   160
('res', 'semper')                        |   160
('ago', 'facio')                         |   160
('res', 'teneo')                         |   159
('dico', 'quasi')                        |   159
('homo', 'iudicium')                     |   159
('cicerus', 'sanctus')                   |   159
('homo', 'ratio')                        |   158
('littera', 'tamen')                     |   158
('facio', 'locus')                       |   157
('eo', 'res')                            |   157
('facio', 'gratus')                      |   156
('homo', 'iam')                          |   156
('iam', 'tamen')                         |   156
('etiam', 'natura')                      |   155
('publicus', 'tamen')                    |   155
('certus', 'res')                        |   155
('scribo', 'vo')                         |   155
('ita', 'scribo')                        |   154
('ita', 'vido')                          |   154
('debeo', 'etiam')                       |   154
('liber', 'res')                         |   154
('dico', 'vis')                          |   154
('res', 'soleo')                         |   154
('eo', 'scribo')                         |   154
('lex', 'populus')                       |   153
('causa', 'defendo')                     |   153
('populus', 'publicus')                  |   153
('dico', 'probo')                        |   153
('habeo', 'iam')                         |   152
('magnus', 'populus')                    |   152
('causa', 'lex')                         |   152
('accipio', 'res')                       |   152
('animus', 'tamen')                      |   152
('canus', 'mensis')                      |   152
('habeo', 'lex')                         |   151
('dolor', 'magnus')                      |   151
('genus', 'oratio')                      |   151
('possum', 'tantum')                     |   150
('lex', 'publicus')                      |   150
('facio', 'opus')                        |   150
('dico', 'testimonium')                  |   150
('dico', 'pecunia')                      |   150
('romanus', 'senatus')                   |   149
('accido', 'possum')                     |   149
('iudicium', 'lex')                      |   149
('locus', 'video')                       |   149
('loquor', 'res')                        |   149
('parue', 'tamen')                       |   148
('habeo', 'volo')                        |   148
('causa', 'pars')                        |   148
('causa', 'tempus')                      |   148
('sententia', 'verbum')                  |   148
('cicerus', 'damen')                     |   148
('habeo', 'littera')                     |   147
('periculum', 'res')                     |   147
('causa', 'quaero')                      |   147
('iam', 'vido')                          |   147
('etiam', 'lex')                         |   147
('lex', 'scribo')                        |   147
('dico', 'vita')                         |   147
('at', 'dico')                           |   146
('ago', 'video')                         |   146
('habeo', 'vido')                        |   146
('natura', 'ratio')                      |   146
('magnus', 'vis')                        |   146
('facio', 'intellego')                   |   146
('modus', 'vido')                        |   146
('habeo', 'tempus')                      |   145
('amicus', 'res')                        |   145
('res', 'verus')                         |   145
('homo', 'tempus')                       |   145
('audio', 'facio')                       |   144
('habeo', 'natura')                      |   144
('modus', 'publicus')                    |   144
('animus', 'causa')                      |   144
('dico', 'nomen')                        |   144
('dico', 'tantum')                       |   144
('modus', 'ratio')                       |   144
('etiam', 'tempus')                      |   144
('dico', 'loquor')                       |   143
('ordo', 'res')                          |   143
('itaque', 'possum')                     |   143
('etiam', 'saepe')                       |   143
('possum', 'verus')                      |   143
('dico', 'semper')                       |   143
('etiam', 'magis')                       |   143
('beatus', 'possum')                     |   143
('civitas', 'publicus')                  |   142
('genus', 'video')                       |   142
('puto', 'tamen')                        |   142
('facio', 'ius')                         |   142
('pecunia', 'possum')                    |   142
('etiam', 'locus')                       |   142
('cicerus', 'pax')                       |   141
('bonus', 'habeo')                       |   141
('causa', 'iam')                         |   141
('tam', 'video')                         |   141
('inquam', 'possum')                     |   141
('do', 'pecunia')                        |   141
('causa', 'ius')                         |   140
('dico', 'solum')                        |   140
('cicerus', 'kanticus')                  |   140
('accipio', 'littera')                   |   139
('latin', 'pax')                         |   139
('libra', 'pax')                         |   139
('dico', 'liber')                        |   139
('etiam', 'oratio')                      |   139
('deinde', 'res')                        |   139
('facio', 'genus')                       |   139
('do', 'scribo')                         |   139
('possum', 'verbum')                     |   138
('cicerus', 'latin')                     |   138
('cicerus', 'libra')                     |   138
('cicerus', 'classics')                  |   138
('latin', 'libra')                       |   138
('classics', 'latin')                    |   138
('classics', 'libra')                    |   138
('classics', 'pax')                      |   138
('facio', 'vo')                          |   138
('etiam', 'ves')                         |   138
('habeo', 'nunc')                        |   138
('dico', 'opus')                         |   138
('inquam', 'res')                        |   138
('possum', 'romanus')                    |   138
('iam', 'modus')                         |   138
('publicus', 'salus')                    |   137
('facio', 'parue')                       |   137
('possum', 'teneo')                      |   137
('necesse', 'possum')                    |   137
('dies', 'facio')                        |   137
('etiam', 'ratio')                       |   137
('facio', 'oportet')                     |   137
('bonum', 'malum')                       |   137
('dico', 'iudico')                       |   137
('magnus', 'tempus')                     |   137
('modus', 'verus')                       |   137
('dico', 'voluptas')                     |   136
('fortis', 'virus')                      |   136
('animus', 'natura')                     |   136
('dico', 'dolor')                        |   136
('consulo', 'res')                       |   136
('etiam', 'iudicium')                    |   136
('dico', 'magne')                        |   136
('tamen', 'tempus')                      |   136
('quaero', 'video')                      |   135
('ego', 'video')                         |   135
('animus', 'virtus')                     |   135
('habeo', 'locus')                       |   135
('possum', 'probo')                      |   135
('homo', 'nobilis')                      |   135
('canus', 'sal')                         |   135
('sanctus', 'unus')                      |   135
('possum', 'senatus')                    |   134
('bene', 'res')                          |   134
('etiam', 'populus')                     |   134
('civitas', 'dico')                      |   134
('res', 'saepe')                         |   134
('res', 'vir')                           |   134
('facio', 'tam')                         |   134
('animus', 'modus')                      |   134
('audio', 'etiam')                       |   134
('canus', 'damen')                       |   134
('dico', 'littera')                      |   133
('iam', 'magnus')                        |   133
('dico', 'fero')                         |   133
('pecunia', 'res')                       |   133
('consequor', 'possum')                  |   133
('facio', 'iniurius')                    |   133
('ego', 'homo')                          |   133
('ago', 'modus')                         |   133
('dico', 'quoque')                       |   133
('eo', 'possum')                         |   133
('etiam', 'littera')                     |   133
('auctoritas', 'senatus')                |   132
('genus', 'modus')                       |   132
('dico', 'verus')                        |   132
('etiam', 'fio')                         |   132
('probo', 'res')                         |   132
('fortuna', 'res')                       |   132
('refero', 'res')                        |   132
('do', 'modus')                          |   132
('dico', 'romanus')                      |   131
('bellum', 'gero')                       |   131
('facio', 'nomen')                       |   131
('dolor', 'possum')                      |   131
('puto', 'video')                        |   131
('homo', 'lex')                          |   131
('efficio', 'res')                       |   131
('cognosco', 'possum')                   |   131
('etiam', 'quaero')                      |   130
('res', 'spes')                          |   130
('bonum', 'etiam')                       |   130
('habeo', 'vis')                         |   130
('publicus', 'summus')                   |   130
('scremiastio', 'unus')                  |   130
('certe', 'possum')                      |   129
('dico', 'malum')                        |   129
('facio', 'verbum')                      |   129
('dies', 'res')                          |   129
('audio', 'vido')                        |   129
('attico', 'kanticus')                   |   129
('etiam', 'primus')                      |   128
('primus', 'vido')                       |   128
('genus', 'habeo')                       |   128
('liber', 'possum')                      |   128
('facio', 'pars')                        |   128
('deus', 'natura')                       |   128
('res', 'verso')                         |   128
('facilis', 'possum')                    |   128
('nomen', 'possum')                      |   128
('ego', 'modus')                         |   128
('animus', 'dolor')                      |   128
('tamen', 'volo')                        |   128
('homo', 'virtus')                       |   127
('facio', 'summus')                      |   127
('consulus', 'res')                      |   127
('causa', 'do')                          |   127
('dico', 'necesse')                      |   127
('dico', 'vo')                           |   127
('quasi', 'res')                         |   127
('ars', 'res')                           |   127
('dico', 'respondeo')                    |   127
('kanticus', 'sal')                      |   127
('ago', 'gratia')                        |   126
('dico', 'pater')                        |   126
('dico', 'numquam')                      |   126
('etiam', 'scio')                        |   126
('etiam', 'utor')                        |   126
('ago', 'etiam')                         |   126
('etiam', 'verbum')                      |   126
('causa', 'debeo')                       |   126
('etiam', 'summus')                      |   126
('possum', 'studium')                    |   126
('bonus', 'virus')                       |   126
('modus', 'quaero')                      |   126
('possum', 'sapiens')                    |   125
('bonum', 'habeo')                       |   125
('defendo', 'facio')                     |   125
('magne', 'possum')                      |   125
('ego', 'etiam')                         |   125
('causa', 'primus')                      |   125
('bonus', 'publicus')                    |   125
('etiam', 'rogo')                        |   125
('appello', 'dico')                      |   124
('habeo', 'scio')                        |   124
('tempus', 'video')                      |   124
('accipio', 'do')                        |   124
('homo', 'primus')                       |   124
('possum', 'sentio')                     |   124
('mens', 'possum')                       |   124
('ai', 'scremiastio')                    |   124
('dico', 'paulus')                       |   123
('animus', 'vido')                       |   123
('habeo', 'puto')                        |   123
('communis', 'res')                      |   123
('magnus', 'volo')                       |   123
('causa', 'puto')                        |   123
('causa', 'tam')                         |   123
('fero', 'lex')                          |   123
('modus', 'scribo')                      |   123
('accipio', 'dico')                      |   123
('conficio', 'res')                      |   122
('credo', 'dico')                        |   122
('dico', 'testis')                       |   122
('dico', 'sapiens')                      |   122
('magis', 'possum')                      |   122
('deus', 'etiam')                        |   122
('dies', 'possum')                       |   122
('res', 'tantum')                        |   122
('possum', 'sententia')                  |   122
('omnino', 'possum')                     |   121
('officium', 'res')                      |   121
('etiam', 'ius')                         |   121
('homo', 'vita')                         |   121
('debeo', 'homo')                        |   121
('civitas', 'magnus')                    |   121
('appello', 'res')                       |   121
('quoque', 'res')                        |   121
('res', 'suscipio')                      |   121
('possum', 'venio')                      |   121
('scio', 'scribo')                       |   121
('debeo', 'habeo')                       |   120
('ratio', 'video')                       |   120
('mitto', 'res')                         |   120
('res', 'voluntas')                      |   120
('doceo', 'res')                         |   120
('bonum', 'facio')                       |   120
('fides', 'res')                         |   120
('habeo', 'is')                          |   120
('dico', 'omnino')                       |   120
('arbitror', 'res')                      |   120
('deinde', 'dico')                       |   120
('ai', 'kanticus')                       |   120
('fio', 'video')                         |   119
('c.us', 'res')                          |   119
('publicus', 'vido')                     |   119
('do', 'magnus')                         |   119
('lex', 'video')                         |   119
('filius', 'pater')                      |   119
('facio', 'itaque')                      |   119
('sic', 'video')                         |   119
('civitas', 'homo')                      |   119
('etiam', 'nomen')                       |   119
('magnus', 'virtus')                     |   118
('littera', 'video')                     |   118
('causa', 'suscipio')                    |   118
('consequor', 'res')                     |   118
('contineo', 'res')                      |   118
('cura', 'res')                          |   118
('homo', 'iudex')                        |   118
('at', 'possum')                         |   117
('potestas', 'res')                      |   117
('arbitror', 'possum')                   |   117
('habeo', 'primus')                      |   117
('res', 'venio')                         |   117
('lex', 'senatus')                       |   117
('scio', 'tamen')                        |   117
('canus', 'scremiastio')                 |   117
('pater', 'res')                         |   116
('habeo', 'populus')                     |   116
('etiam', 'soleo')                       |   116
('debeo', 'tamen')                       |   116
('amicus', 'possum')                     |   116
('causa', 'intellego')                   |   116
('fio', 'tamen')                         |   116
('summus', 'tamen')                      |   116
('homo', 'romanus')                      |   116
('natura', 'vis')                        |   116
('sal', 'unus')                          |   116
('etiam', 'virtus')                      |   115
('genus', 'tamen')                       |   115
('possum', 'semper')                     |   115
('dico', 'efficio')                      |   115
('homo', 'locus')                        |   115
('animus', 'ratio')                      |   115
('etiam', 'intellego')                   |   115
('intellego', 'video')                   |   115
('animus', 'ita')                        |   115
('c.us', 'dico')                         |   114
('invenio', 'possum')                    |   114
('futurus', 'res')                       |   114
('numquam', 'possum')                    |   114
('habeo', 'pars')                        |   114
('modus', 'puto')                        |   114
('credo', 'res')                         |   114
('cognosco', 'dico')                     |   114
('dolor', 'voluptas')                    |   114
('etiam', 'iudex')                       |   114
('dico', 'pono')                         |   114
('bonus', 'video')                       |   114
('facilis', 'res')                       |   114
('homo', 'intellego')                    |   114
('iam', 'scribo')                        |   113
('consulo', 'facio')                     |   113
('dolor', 'res')                         |   113
('audio', 'tamen')                       |   113
('corpus', 'possum')                     |   113
('facio', 'iudico')                      |   113
('facio', 'nego')                        |   113
('facio', 'sic')                         |   113
('etiam', 'semper')                      |   113
('homo', 'quaero')                       |   113
('do', 'tamen')                          |   113
('scribo', 'vido')                       |   113
('res', 'usus')                          |   112
('debeo', 'magnus')                      |   112
('publicus', 'puto')                     |   112
('provincia', 'res')                     |   112
('iudicium', 'video')                    |   112
('at', 'res')                            |   112
('defendo', 'dico')                      |   112
('natura', 'video')                      |   112
('dico', 'venio')                        |   112
('locus', 'modus')                       |   112
('iudicium', 'populus')                  |   112
('futurus', 'possum')                    |   112
('iudicium', 'modus')                    |   112
('genus', 'magnus')                      |   112
('tam', 'tamen')                         |   112
('appello', 'nomen')                     |   112
('iam', 'publicus')                      |   111
('honestus', 'utilis')                   |   111
('bonum', 'honestus')                    |   111
('homo', 'honestus')                     |   111
('facio', 'is')                          |   111
('primus', 'video')                      |   111
('audio', 'video')                       |   111
('etiam', 'studium')                     |   111
('res', 'status')                        |   111
('intellego', 'modus')                   |   111
('modus', 'tempus')                      |   111
('modus', 'nunc')                        |   111
('causa', 'scribo')                      |   111
('oratio', 'verbum')                     |   111
('debeo', 'publicus')                    |   110
('relinquo', 'res')                      |   110
('summus', 'virtus')                     |   110
('causa', 'volo')                        |   110
('dico', 'mos')                          |   110
('modus', 'tantum')                      |   110
('animus', 'pars')                       |   110
('homo', 'ius')                          |   110
('audio', 'homo')                        |   110
('ago', 'tamen')                         |   110
('animus', 'motus')                      |   110
('facio', 'probo')                       |   110
('eo', 'facio')                          |   109
('officium', 'possum')                   |   109
('ita', 'natura')                        |   109
('genus', 'natura')                      |   109
('malum', 'possum')                      |   109
('loquor', 'possum')                     |   109
('ita', 'publicus')                      |   109
('magnus', 'scribo')                     |   109
('dico', 'sequor')                       |   109
('animus', 'publicus')                   |   109
('corpus', 'dico')                       |   109
('debeo', 'video')                       |   108
('habeo', 'semper')                      |   108
('dico', 'virus')                        |   108
('res', 'sequor')                        |   108
('possum', 'recte')                      |   108
('civus', 'res')                         |   108
('omnino', 'res')                        |   108
('pars', 'video')                        |   108
('ars', 'possum')                        |   108
('magnus', 'romanus')                    |   107
('perspicio', 'possum')                  |   107
('publicus', 'scribo')                   |   107
('habeo', 'intellego')                   |   107
('amicus', 'etiam')                      |   107
('causa', 'sic')                         |   107
('bonum', 'video')                       |   107
('modus', 'summus')                      |   107
('homo', 'populus')                      |   107
('ita', 'volo')                          |   107
('ita', 'tempus')                        |   107
('ita', 'ratio')                         |   107
('causa', 'nunc')                        |   107
('iudex', 'lex')                         |   107
('res', 'similis')                       |   106
('accipio', 'possum')                    |   106
('magnus', 'pecunia')                    |   106
('publicus', 'romanus')                  |   106
('dignus', 'res')                        |   106
('necesse', 'res')                       |   106
('habeo', 'oratio')                      |   106
('modus', 'pars')                        |   106
('orator', 'possum')                     |   106
('littera', 'publicus')                  |   106
('iudex', 'modus')                       |   106
('facio', 'pecunia')                     |   106
('epistula', 'scribo')                   |   106
('damen', 'unus')                        |   106
('numquam', 'res')                       |   105
('postulo', 'res')                       |   105
('dico', 'laus')                         |   105
('animus', 'sic')                        |   105
('memoria', 'res')                       |   105
('lex', 'modus')                         |   105
('domus', 'possum')                      |   105
('c.us', 'lius')                         |   105
('eques', 'romanus')                     |   105
('iudex', 'video')                       |   105
('littera', 'sal')                       |   105
('cicerona', 'tvllum')                   |   104
('facio', 'recte')                       |   104
('dico', 'magis')                        |   104
('natura', 'primus')                     |   104
('iudex', 'iudicium')                    |   104
('facio', 'soleo')                       |   104
('do', 'lex')                            |   104
('gloria', 'res')                        |   104
('homo', 'volo')                         |   104
('oratio', 'video')                      |   104
('fortuna', 'possum')                    |   104
('eo', 'habeo')                          |   103
('iam', 'ita')                           |   103
('puto', 'scribo')                       |   103
('ago', 'magnus')                        |   103
('dico', 'officium')                     |   103
('gratia', 'possum')                     |   103
('deinde', 'facio')                      |   103
('facio', 'semper')                      |   103
('modus', 'sic')                         |   103
('causa', 'ego')                         |   103
('possum', 'vo')                         |   103
('ius', 'magnus')                        |   103
('habeo', 'pecunia')                     |   103
('cn', 'pompeius')                       |   103
('tamen', 'vo')                          |   103
('causa', 'cognosco')                    |   103
('ego', 'habeo')                         |   103
('cicerus', 'mensis')                    |   103
('cogito', 'res')                        |   102
('dico', 'eo')                           |   102
('dico', 'ergo')                         |   102
('ago', 'nunc')                          |   102
('video', 'volo')                        |   102
('magnus', 'spes')                       |   102
('consilium', 'video')                   |   102
('laus', 'magnus')                       |   102
('ita', 'puto')                          |   102
('facio', 'rogo')                        |   102
('domus', 'res')                         |   102
('credo', 'possum')                      |   102
('magnus', 'puto')                       |   102
('kanticus', 'screns')                   |   102
('mensis', 'screns')                     |   102
('auctoritas', 'publicus')               |   101
('littera', 'magnus')                    |   101
('civus', 'romanus')                     |   101
('dignitas', 'publicus')                 |   101
('iudicium', 'magnus')                   |   101
('causa', 'natura')                      |   101
('existimo', 'possum')                   |   101
('res', 'virus')                         |   101
('animus', 'fero')                       |   101
('dico', 'graecus')                      |   101
('etiam', 'sic')                         |   101
('tamen', 'verus')                       |   101
('magnus', 'ratio')                      |   101
('etiam', 'vehementer')                  |   101
('causa', 'oratio')                      |   101
('auctoritas', 'dico')                   |   101
('audio', 'modus')                       |   101
('oratio', 'tamen')                      |   101
('dico', 'nescio')                       |   101
('modus', 'oratio')                      |   101
('dico', 'doceo')                        |   101
('orator', 'res')                        |   101
('scio', 'vo')                           |   101
('cicerona', 'cicerus')                  |   100
('magnus', 'primus')                     |   100
('deus', 'video')                        |   100
('habeo', 'senatus')                     |   100
('amicus', 'facio')                      |   100
('fero', 'homo')                         |   100
('deus', 'facio')                        |   100
('bellus', 'res')                        |   100
('bonum', 'modus')                       |   100
('do', 'video')                          |   100
('deus', 'habeo')                        |   100
('dico', 'facilis')                      |   100
('nunc', 'vido')                         |   100
('genus', 'ratio')                       |   100
('cognosco', 'homo')                     |   100
('nunc', 'tamen')                        |   100
('locus', 'tamen')                       |   100
('homo', 'nunc')                         |   100
('beatus', 'virtus')                     |   100
('dies', 'habeo')                        |    99
('defendo', 'possum')                    |    99
('possum', 'voluntas')                   |    99
('homo', 'sic')                          |    99
('etiam', 'fero')                        |    99
('defendo', 'publicus')                  |    99
('ago', 'scribo')                        |    99
('auctoritas', 'habeo')                  |    99
('eo', 'video')                          |    99
('modus', 'natura')                      |    99
('habeo', 'iudex')                       |    99
('eo', 'etiam')                          |    99
('cicerus', 'tvllum')                    |    98
('publica', 'res')                       |    98
('facio', 'romanus')                     |    98
('dico', 'mens')                         |    98
('civitas', 'populus')                   |    98
('mens', 'res')                          |    98
('res', 'umquam')                        |    98
('genus', 'primus')                      |    98
('habeo', 'quaero')                      |    98
('causa', 'populus')                     |    98
('dignitas', 'possum')                   |    98
('bonum', 'tamen')                       |    98
('res', 'scientia')                      |    98
('magnus', 'sic')                        |    98
('certe', 'dico')                        |    98
('causa', 'oportet')                     |    98
('magnus', 'periculum')                  |    98
('possum', 'saepe')                      |    98
('modus', 'verbum')                      |    98
('facio', 'oratio')                      |    97
('conservo', 'res')                      |    97
('facio', 'fero')                        |    97
('populus', 'video')                     |    97
('ago', 'vido')                          |    97
('dico', 'licet')                        |    97
('ita', 'primus')                        |    97
('etiam', 'liber')                       |    97
('bonum', 'homo')                        |    97
('consilium', 'dico')                    |    97
('animus', 'iam')                        |    97
('populus', 'rex')                       |    97
('satis', 'video')                       |    97
('locus', 'magnus')                      |    97
('iam', 'nunc')                          |    97
('laus', 'res')                          |    96
('dico', 'pote')                         |    96
('magnus', 'studium')                    |    96
('dico', 'refero')                       |    96
('facio', 'vita')                        |    96
('concedo', 'possum')                    |    96
('audio', 'magnus')                      |    96
('fio', 'ratio')                         |    96
('bonus', 'ita')                         |    96
('civitas', 'facio')                     |    96
('dico', 'vir')                          |    96
('dignitas', 'habeo')                    |    96
('ratio', 'tamen')                       |    96
('do', 'tempus')                         |    96
('etiam', 'senatus')                     |    96
('iam', 'puto')                          |    96
('scribo', 'volo')                       |    96
('modus', 'scio')                        |    96
('gero', 'publicus')                     |    95
('dico', 'honestus')                     |    95
('res', 'utilitas')                      |    95
('dico', 'teneo')                        |    95
('conficio', 'possum')                   |    95
('debeo', 'modus')                       |    95
('facio', 'sententia')                   |    95
('lex', 'tamen')                         |    95
('honor', 'res')                         |    95
('duco', 'res')                          |    95
('lius', 'res')                          |    95
('dico', 'domus')                        |    95
('satis', 'tamen')                       |    95
('bonus', 'tamen')                       |    95
('aequus', 'animus')                     |    95
('gero', 'magnus')                       |    95
('nego', 'res')                          |    95
('dico', 'studium')                      |    95
('amicus', 'homo')                       |    95
('falsus', 'verus')                      |    95
('homo', 'nomen')                        |    95
('locus', 'tempus')                      |    95
('cognosco', 'littera')                  |    95
('dico', 'rogo')                         |    94
('bonus', 'causa')                       |    94
('facio', 'virtus')                      |    94
('consulus', 'facio')                    |    94
('habeo', 'virtus')                      |    94
('animus', 'magnitudo')                  |    94
('facio', 'natura')                      |    94
('amicus', 'dico')                       |    94
('facio', 'licet')                       |    94
('possum', 'reperio')                    |    94
('habeo', 'summus')                      |    94
('ego', 'tamen')                         |    94
('cogito', 'possum')                     |    94
('ratio', 'vido')                        |    94
('inquam', 'video')                      |    94
('itaque', 'magnus')                     |    93
('senatus', 'sententia')                 |    93
('certe', 'res')                         |    93
('auctoritas', 'possum')                 |    93
('magis', 'multo')                       |    93
('scio', 'video')                        |    93
('honestus', 'res')                      |    93
('constituo', 'dico')                    |    93
('sic', 'tamen')                         |    93
('gratia', 'res')                        |    93
('habeo', 'spes')                        |    93
('habeo', 'satis')                       |    93
('homo', 'studium')                      |    93
('magnus', 'multo')                      |    93
('facio', 'gratia')                      |    93
('dico', 'umquam')                       |    93
('certus', 'possum')                     |    93
('possum', 'vix')                        |    93
('crimen', 'dico')                       |    93
('iam', 'littera')                       |    93
('attico', 'screns')                     |    93
('ago', 'habeo')                         |    92
('magnus', 'paruus')                     |    92
('dico', 'relinquo')                     |    92
('res', 'senatum')                       |    92
('ius', 'populus')                       |    92
('civitas', 'etiam')                     |    92
('facio', 'vis')                         |    92
('habeo', 'utor')                        |    92
('ergo', 'possum')                       |    92
('natura', 'tamen')                      |    92
('etiam', 'is')                          |    92
('doceo', 'possum')                      |    92
('intersum', 'res')                      |    92
('habeo', 'tam')                         |    92
('locus', 'nunc')                        |    92
('locus', 'vido')                        |    92
('modus', 'volo')                        |    92
('dico', 'futurus')                      |    92
('animus', 'consilium')                  |    92
('at', 'etiam')                          |    92
('existimo', 'res')                      |    92
('littera', 'modus')                     |    92
('littera', 'scio')                      |    92
('dignitas', 'magnus')                   |    91
('genus', 'vido')                        |    91
('etiam', 'sententia')                   |    91
('etiam', 'sentio')                      |    91
('soleo', 'video')                       |    91
('facio', 'utor')                        |    91
('causa', 'senatus')                     |    91
('res', 'rogo')                          |    91
('consilium', 'etiam')                   |    91
('paruus', 'res')                        |    91
('inquam', 'modus')                      |    91
('possum', 'umquam')                     |    91
('genus', 'verbum')                      |    91
('certus', 'scio')                       |    91
('mitto', 'scribo')                      |    91
('dico', 'laudo')                        |    90
('nunc', 'scribo')                       |    90
('possum', 'relinquo')                   |    90
('bonum', 'ita')                         |    90
('etiam', 'numquam')                     |    90
('civitas', 'lex')                       |    90
('fio', 'magnus')                        |    90
('deinde', 'possum')                     |    90
('facio', 'liber')                       |    90
('mitto', 'possum')                      |    90
('concedo', 'dico')                      |    90
('bonus', 'natura')                      |    90
('familiaris', 'res')                    |    90
('crassus', 'dico')                      |    90
('homo', 'virus')                        |    90
('etiam', 'salus')                       |    90
('facio', 'pater')                       |    90
('plus', 'possum')                       |    90
('dies', 'etiam')                        |    90
('bonus', 'modus')                       |    90
('reliquus', 'res')                      |    90
('video', 'vita')                        |    90
('do', 'ita')                            |    90
('lego', 'scribo')                       |    90
('genus', 'quaero')                      |    90
('etiam', 'vita')                        |    90
('certus', 'habeo')                      |    90
('at', 'facio')                          |    90
('possum', 'provincia')                  |    90
('ago', 'homo')                          |    90
('habeo', 'mitto')                       |    90
('res', 'urbs')                          |    89
('tempus', 'vido')                       |    89
('fortis', 'vir')                        |    89
